dBm:-40 dBm  Frequency:0.5 GHz Result = 2553-----[9, 249]
dBm:-40 dBm  Frequency:2 GHz Result = 2541-----[9, 237]
dBm:-40 dBm  Frequency:2 GHz Result = 2540-----[9, 236]
dBm:-40 dBm  Frequency:2 GHz Result = 2540-----[9, 236]
dBm:-40 dBm  Frequency:2 GHz Result = 2540-----[9, 236]
dBm:-40 dBm  Frequency:2 GHz Result = 2539-----[9, 235]
dBm:-40 dBm  Frequency:2 GHz Result = 2539-----[9, 235]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2468-----[9, 164]
dBm:-40 dBm  Frequency:3 GHz Result = 2462-----[9, 158]
dBm:-40 dBm  Frequency:3 GHz Result = 2464-----[9, 160]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2461-----[9, 157]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2461-----[9, 157]
dBm:-40 dBm  Frequency:3 GHz Result = 2470-----[9, 166]
dBm:-40 dBm  Frequency:3 GHz Result = 2468-----[9, 164]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2466-----[9, 162]
dBm:-40 dBm  Frequency:3 GHz Result = 2463-----[9, 159]
dBm:-40 dBm  Frequency:3 GHz Result = 2467-----[9, 163]
dBm:-40 dBm  Frequency:3 GHz Result = 2468-----[9, 164]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2468-----[9, 164]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:3 GHz Result = 2469-----[9, 165]
dBm:-40 dBm  Frequency:4 GHz Result = 2565-----[10, 5]
dBm:-40 dBm  Frequency:4 GHz Result = 2565-----[10, 5]
dBm:-40 dBm  Frequency:4 GHz Result = 2565-----[10, 5]
dBm:-40 dBm  Frequency:4 GHz Result = 2564-----[10, 4]
dBm:-40 dBm  Frequency:4 GHz Result = 2560-----[10, 0]
dBm:-40 dBm  Frequency:4 GHz Result = 2546-----[9, 242]
dBm:-40 dBm  Frequency:4 GHz Result = 2559-----[9, 255]
dBm:-40 dBm  Frequency:4 GHz Result = 2562-----[10, 2]
dBm:-40 dBm  Frequency:4 GHz Result = 2563-----[10, 3]
dBm:-40 dBm  Frequency:4 GHz Result = 2563-----[10, 3]
dBm:-40 dBm  Frequency:4 GHz Result = 2558-----[9, 254]
dBm:-40 dBm  Frequency:4 GHz Result = 2564-----[10, 4]
dBm:-40 dBm  Frequency:4 GHz Result = 2564-----[10, 4]
dBm:-40 dBm  Frequency:4 GHz Result = 2564-----[10, 4]
dBm:-40 dBm  Frequency:4 GHz Result = 2558-----[9, 254]
dBm:-40 dBm  Frequency:4 GHz Result = 2553-----[9, 249]
dBm:-40 dBm  Frequency:4 GHz Result = 2549-----[9, 245]
dBm:-40 dBm  Frequency:4 GHz Result = 2548-----[9, 244]
dBm:-40 dBm  Frequency:4 GHz Result = 2563-----[10, 3]
dBm:-40 dBm  Frequency:4 GHz Result = 2564-----[10, 4]
dBm:-40 dBm  Frequency:4 GHz Result = 2564-----[10, 4]
dBm:-40 dBm  Frequency:4 GHz Result = 2563-----[10, 3]
dBm:-40 dBm  Frequency:4 GHz Result = 2563-----[10, 3]
dBm:-40 dBm  Frequency:4 GHz Result = 2563-----[10, 3]
dBm:-40 dBm  Frequency:4 GHz Result = 2564-----[10, 4]
