1023.84,1299.64,1779.4,2184.72,2549.64,2799.4,2788.52
1030.52,1281.96,1768.96,2153,2524.08,2792.6,2785.24
1039.56,1311.56,1789.28,2146.36,2536.24,2804,2784
997.08,1221.44,1682.04,2064.84,2467.32,2766.52,2784.52
1045.08,1290.6,1765.12,2173.88,2560.56,2789.16,2778.8
